slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
168	lake	624	LAKE	lake	lake	ʟᴀᴋᴇ	3			A large body of water that is surrounded by land.	湖	झील		湖泊	ရေကန်		lake	
642	land..area	626	LAND	land (area)	land	ʟᴀɴᴅ	5			The solid part of the earth's surface that is not covered by water.	陸地	भूमि		土地	ကုန်းမြေ			
11	language	1307	LANGUAGE	language	language	ʟᴀɴɢᴜᴀɢᴇ	1			A system of sounds, words, and grammar used by a group of people to communicate.	ことば	भाषा		語言	ဘာသာစကား		language	
450	late:to.be	477	LATE	to be late	late	ʟᴀᴛᴇ	4			To arrive at a place or finish an action after the expected or scheduled time.	遅れる	शाम होना		遲到	နောက်ကျသည်		late	
305	laugh:to	1355	LAUGH	to laugh	laugh	ʟᴀᴜɢʜ	3			To make sounds and move the mouth or face in a way that shows amusement or joy.	笑う	हंसना		笑	ရယ်သည်			laugh
645	layer	–	–	layer	layer	ʟᴀʏᴇʀ	5			A single thickness or level of a material that is spread or placed over another surface.	層	तह		層	အလွှာ			
813	lazy:to.be	1564	LAZY	to be lazy	lazy	ʟᴀᴢʏ	5			To be unwilling to work or exert effort; to lack the desire to be active or productive.	怠惰な	आलसी होना		懶	ပျင်းသည်		(be) lazy	
169	leaf..tree	628	LEAF	leaf (tree)	leaf	ʟᴇᴀꜰ	3		flora	The flat, often green part of a plant or tree that grows from a stem or branch.	木の葉	पत्ता		樹葉	သစ်ရွက်		leaf (tree)	leaf
896	learn:to	504	LEARN	to learn	learn	ʟᴇᴀʀɴ	5			To acquire knowledge, skills, or information through study, practice, or experience.	学ぶ	सीखना		學	သင်ယူသည်		learn	
646	leather	629	LEATHER	leather	leather	ʟᴇᴀᴛʜᴇʀ	5			A material made from the skin of an animal that has been treated and prepared for use.	革	चमड़ा		皮革	သားရေ			
103	leech:aquatic	949	WATER LEECH	aquatic leech	aquatic.leech	ᴀꞯᴜᴀᴛɪᴄ.ʟᴇᴇᴄʜ	3		fauna	An aquatic worm-like creature that lives in water and attaches itself to animals or humans to suck their blood.	水蛭	जल जुएँ		水蛭	ရေမျှော့		water leech	water leech
75	leech:terrestrial	2273	LEECH	terrestrial leech	terrestrial.leech	ᴛᴇʀʀᴇꜱᴛʀɪᴀʟ.ʟᴇᴇᴄʜ	2		fauna	An earth-dwelling, blood-sucking worm that lives on land rather than in water.	山蛭	ज़मीनी जुएँ		陸寄生	ကုန်းမျှော့		land leech	leech
170	left.side	244	LEFT	left side	left.side	ʟᴇꜰᴛ.ꜱɪᴅᴇ	3			The side of the body that is not the right side.	左	बाएं तरफ		左側	ဘယ်ဘက်		left side	left side
358	leg.:ankle	803	ANKLE	ankle	ankle	ᴀɴᴋʟᴇ	4		body parts	The joint that connects the foot to the leg.	足首	टखना	পা তল	腳踝	ခြေချင်းဝတ်		ankle	
539	leg.:calf	498	CALF OF LEG	calf	calf	ᴄᴀʟꜰ	5		body parts	The back part of the lower leg between the knee and the ankle.	ふくらはぎ	टखना		小腿肚	ခြေသလုံး		calf	
409	leg.:foot	1301	FOOT	foot	foot	ꜰᴏᴏᴛ	4		body parts	The part of the leg below the ankle that is used for standing and walking.	足	पैर		腳	ခြေ			foot
418	leg.:knee	1371	KNEE	knee	knee	ᴋɴᴇᴇ	4		body parts	The joint in the middle of the leg that allows it to bend.	ひざ	घुटना		膝蓋	ဒူး		knee	
641	leg.:knee.pit	–	–	knee pit	knee.pit	ᴋɴᴇᴇ.ᴘɪᴛ	5		body parts	The hollow area on the back of the leg, located between the calf and the thigh.	膝窩	घुटने की पीठ		膝彎	ဒူးခေါင်းနောက်ချိုင့်			
737	leg.:shin	186	SHIN	shin	shin	ꜱʜɪɴ	5		body parts	The front part of the lower leg between the knee and the ankle.	脛	टांग की सामुद्रिक भाग		脛（小腿前面）	ခြေကျင်းရိုး		shin	
775	leg.:thigh	800	THIGH	thigh	thigh	ᴛʜɪɢʜ	5		body parts	The part of the leg between the hip and the knee.	もも	जांघ		大腿	ပေါင်		thigh	
58	leg..lower.limb	2098	FOOT OR LEG	leg (lower limb)	leg	ʟᴇɢ	2			The part of the body between the hip and the ankle.	下肢			下肢				
814	level:to.be	–	–	to be level	level	ʟᴇᴠᴇʟ	5	different from CONCEPTICON		To be in a position where a surface is flat and horizontal, without any slopes, bumps, or curves.	平らである	समान		平坦	ညီညာသည်			
306	lick:to	319	LICK	to lick	lick	ʟɪᴄᴋ	3			To pass the tongue over a surface, often to taste something or to clean it.	舐める	चाटना		舔	လျက်သည်			lick
897	lie..decieve:to	601	LIE (MISLEAD)	to lie (decieve)	lie	ʟɪᴇ	5			To say something that is not true with the intention of tricking or deceiving someone.	嘘をつく	झूठ बोलना		撒謊	မုသားဆိုသည်		to lie/fib	
307	lie.down:to	215	LIE DOWN	to lie down	lie.down	ʟɪᴇ.ᴅᴏᴡɴ	3			To move from a standing or sitting position into a horizontal position on a surface.	横たわる	लेट जाना		躺下	လှဲအိပ်သည်		lie down	sleep/lie down
898	lift:to	501	LIFT	to lift	lift	ʟɪꜰᴛ	5			To move something from a lower position to a higher position by applying force upward.	上げる	उठाना		舉	ပင့်မသည်		bring up (a child)	
171	lightning..in.sky	1654	LIGHTNING	lightning (in sky)	lightning	ʟɪɢʜᴛɴɪɴɢ	3			A flash of bright light in the sky during a storm, often accompanied by thunder.	稲妻	बिजली		閃電（天上的光）	လျှပ်စီးကြောင်း		lightning (flashing)	
80	lightweight:to.be	1052	LIGHT (WEIGHT)	to be lightweight	lightweight	ʟɪɢʜᴛᴡᴇɪɢʜᴛ	2			To have very little weight or mass.	軽い	हल्का होना		輕巧	ပေါ့သည်		to be light	lightweight
647	lime..betelnut	2540	LIME (MATERIAL)	lime (betelnut)	lime	ʟɪᴍᴇ	5			A white, powdery substance made from calcium hydroxide, often used as a component in chewing mixtures.	石灰	चूना		石灰	ထုံး		lime (for betel chew)	
172	lip..of.mouth	478	LIP	lip (of mouth)	lip	ʟɪᴘ	3			The fleshy, flexible edges of the mouth that surround the opening.	唇	होंठ		嘴脣	နှုတ်ခမ်း			
648	liquid	58	LIQUID	liquid	liquid	ʟɪꞯᴜɪᴅ	5			A substance that flows freely and takes the shape of its container, such as water or oil, rather than being a solid or a gas.	液体	तरल		液體	အရည်			
308	listen:to	1608	LISTEN	to listen	listen	ʟɪꜱᴛᴇɴ	3			To direct one's attention toward a sound in order to hear it.	聞く			聆聽	နားထောင်သည်			
173	liver	1224	LIVER	liver	liver	ʟɪᴠᴇʀ	3		body parts	The large, dark reddish-brown organ in the abdomen that filters blood and aids in digestion.	肝臓	जिगर		肝臟	အသည်း		liver	liver
661	lizard:monitor	3017	MONITOR LIZARD	monitor lizard	monitor.lizard	ᴍᴏɴɪᴛᴏʀ.ʟɪᴢᴀʀᴅ	5		fauna	A large, heavy-bodied reptile with a long tail and a pointed snout, often found near water.	オオトカゲ	गोह		霸王龍	ဖွတ်		monitor lizard	
649	lizard..general	632	LIZARD	lizard (general)	lizard	ʟɪᴢᴀʀᴅ	5		fauna	A reptile with a long body, four legs, and a tail, often found in warm environments or near human dwellings.	トカゲ	छिपकली		蜥蜴	ပုတ်သင်		house lizard	
650	locust	810	LOCUST	locust	locust	ʟᴏᴄᴜꜱᴛ	5		fauna	A large, jumping insect that often travels in massive groups and can destroy crops.	イナゴ	टिड्डी		蝗蟲	ကျိုင်းကောင်		locust	
651	log	–	–	log	log	ʟᴏɢ	5			A piece of wood that has been cut from a tree, typically in a cylindrical shape.	丸太	लॉग		圓木	သစ်လုံး			
248	long:to.be	1203	LONG	to be long	long	ʟᴏɴɢ	3			To have a great distance from one end to the other, rather than being short.	長い	लम्बा		長	ရှည်သည်		to be long	long/tall
899	look.at:to	1819	LOOK	to look at	look.at	ʟᴏᴏᴋ.ᴀᴛ	5			To direct one's eyes toward a specific object, person, or place.	見る	कुछ देखना		看	ကြည့်သည်		to look at	
900	look.for..seek:to	1468	LOOK FOR	to look for (seek)	look.for	ʟᴏᴏᴋ.ꜰᴏʀ	5			To search for something or someone that is lost or needed.	探す	खोजना		尋找	ရှာသည်		look for	
174	loom:backstrap	–	–	backstrap loom	backstrap.loom	ʙᴀᴄᴋꜱᴛʀᴀᴘ.ʟᴏᴏᴍ	3			A tool used for weaving fabric where one end is tied to a fixed object and the other end is secured around the waist of the weaver to provide tension.	腰機	तकिया		腰機	ရက်ကန်းစင်			
815	loose:to.be	2506	LOOSE	to be loose	loose	ʟᴏᴏꜱᴇ	5			To be in a state where something is not tight, fixed, or firmly attached.	ゆるい	ढीला होना		松	ချောင်သည်		to be loose	
478	lose..something:to	–	–	to lose (something)	lose	ʟᴏꜱᴇ	4			To no longer have or possess something that was previously held or owned.	失う	हारना		丟失	ပျောက်ဆုံးသည်			
451	lost:to.be	3667	LOST	to be lost	lost	ʟᴏꜱᴛ	4			To be unable to find one's way or to be unable to return to a known location.	迷う			迷路			(be) lost	
816	loud:to.be	377	LOUD	to be loud	loud	ʟᴏᴜᴅ	5			To produce a high volume of sound that is easily heard.	音が大きい	उच्छ्रण होना		大聲	အသံကျယ်သည်			
12	louse..head	1392	LOUSE	louse (head)	louse	ʟᴏᴜꜱᴇ	1		fauna	A small, parasitic insect that lives on a human scalp and feeds on blood.	虱	जूं		頭蝨	သန်း			louse
309	love:to	923	LOVE	to love	love	ʟᴏᴠᴇ	3			To feel a strong sense of affection, deep liking, or emotional attachment toward a person, animal, or thing.	愛する	प्यार करना		愛	ချစ်သည်		to love	
652	lung	688	LUNG	lung	lung	ʟᴜɴɢ	5			The organ in the chest used for breathing air into the body.	肺	फेफड़ा		肺	အဆုတ်		lung	
175	macaque:.stump.tailed	–	–	macaque	macaque	ᴍᴀᴄᴀꞯᴜᴇ	3			A small to medium-sized monkey with a short tail that is often found in forests or near human settlements in Asia.	尾ていなしの猿			獼猴				
176	machete..dao	2680	MACHETE	machete (dao)	machete	ᴍᴀᴄʜᴇᴛᴇ	3			A large, heavy knife used as a tool for cutting vegetation or wood.	山刀	तलवार		砍刀	တောခုတ်ဓား		machete, cutlass	
680	man:old	406	OLD MAN	old man	old.man	ᴏʟᴅ.ᴍᴀɴ	5			A male human who is in the final stage of a human life cycle due to advanced age.	老爺	बुजुर्ग		老翁	အဘိုးကြီး			
177	man..male.person	1554	MAN	man (male person)	man	ᴍᴀɴ	3			An adult human male.	男	मनुष्य		男人	ယောက်ျား		man	
654	mango	2398	MANGO	mango	mango	ᴍᴀɴɢᴏ	5		flora	A large, fleshy tropical fruit with a single large stone or pit inside, often eaten ripe and sweet.	マンゴー	आम		芒果	သရက်သီး		mango (fruit)	
452	many:to.be	1198	MANY	to be many	many	ᴍᴀɴʏ	4			To exist in a large number or a great quantity rather than being one or a few.	多い	बहुत		許多	များသည်			
902	mark..something:to	–	–	to mark (something)	mark	ᴍᴀʀᴋ	5			To make a visible sign, scratch, or indentation on a surface to distinguish it or provide information.	印をつける	निशान लगाना		標記	အမှတ်အသားလုပ်သည်			
419	market	633	MARKET	market	market	ᴍᴀʀᴋᴇᴛ	4			A place where people gather to buy and sell various goods and food.	市場	बाजार		市場	ဈေး		market (n)	
903	marry:to	203	MARRY	to marry	marry	ᴍᴀʀʀʏ	5			To take a person as a spouse or partner in a formal or legal union.	結婚する	शादीशुदा होना		結婚	လက်ထပ်သည်		marry	
178	mat	195	MAT	mat	mat	ᴍᴀᴛ	3			A flat piece of material, such as fabric, straw, or plastic, used as a floor covering or to sit upon.	ござ	चटाई		席子	ဖျာ		mat	
655	match..stick	1133	MATCH	match (stick)	match	ᴍᴀᴛᴄʜ	5			A small, thin piece of wood or cardboard that is ignited by friction to produce a flame.	マッチ	माचिस		火柴	မီးခြစ်ဆံ			
179	meat..flesh	634	MEAT	meat (flesh)	meat	ᴍᴇᴀᴛ	3			The flesh of an animal used as food.	肉	मांस		肉	အသား		meat/flesh (edible)	meat/animal
180	medicine	1372	MEDICINE	medicine	medicine	ᴍᴇᴅɪᴄɪɴᴇ	3			A substance, such as a liquid, powder, or pill, used to treat an illness, cure a disease, or relieve pain.	薬	दवा		藥	ဆေးဝါး		medicine	medicine/juice
904	meet..someone:to	1831	MEET	to meet (someone)	meet	ᴍᴇᴇᴛ	5			To come into the presence of a person or group of people, often by chance or by arrangement.	会う	मिलना		見面	ဆုံသည်			
905	mend:to	2243	REPAIR	to mend	mend	ᴍᴇɴᴅ	5			To restore something that is broken, torn, or damaged to a functional or whole state.	直す	ठीक करना		修理	ပြင်သည်		mend, repair	
420	menstruation			menstruation	menstruation	ᴍᴇɴꜱᴛʀᴜᴀᴛɪᴏɴ	4			The monthly shedding of the lining of the uterus in a female, resulting in blood flowing from the body.	月経			月經				
656	metal	2244	METAL	metal	metal	ᴍᴇᴛᴀʟ	5			A hard, shiny material that is often used to make tools, containers, or jewelry and can be shaped by heat.	金属	धातु		金屬	သတ္တု			
657	midway	–	–	midway	midway	ᴍɪᴅᴡᴀʏ	5			The middle point or halfway mark between two locations or two objects.	中間地点			中點				
181	milk	635	MILK	milk	milk	ᴍɪʟᴋ	3			The white liquid produced by the mammary glands of mammals and used as food.	乳	दूध		牛奶	နို့			vagina or breast/milk
658	mill	636	MILL	mill	mill	ᴍɪʟʟ	5			A machine or device used to crush, grind, or crush grains, seeds, or other materials into a powder or smaller pieces.	粉挽き機	आटा चक्की		磨坊	ကြိတ်ခွဲစက်			
591	millet:finger	3265	FINGER MILLET	finger millet	finger.millet	ꜰɪɴɢᴇʀ.ᴍɪʟʟᴇᴛ	5		flora	A small, cereal grain used for food that grows on a stalk with several small, finger-like spikes.	シコクビエ			指粟				
606	millet:foxtail	3266	FOXTAIL MILLET	foxtail millet	foxtail.millet	ꜰᴏxᴛᴀɪʟ.ᴍɪʟʟᴇᴛ	5		flora	A type of small-seeded cereal grain used as a food crop, often characterized by its long, slender seed heads.	アワ			粟				
659	millet..general	931	MILLET	millet (general)	millet	ᴍɪʟʟᴇᴛ	5		flora	A small-seeded cereal grain used as a food staple, belonging to a group of grasses that includes varieties like pearl or finger millet.	きび	बाजरा		小米	ဆပ်ဆံ			
901	mistake:to.make	1293	MISTAKE	to make mistake	make.mistake	ᴍᴀᴋᴇ.ᴍɪꜱᴛᴀᴋᴇ	5			To perform an action incorrectly or to fail to do something as intended.	間違える	गलती करना		犯錯誤	အမှားလုပ်သည်			
479	mix:to	2017	MIX	to mix	mix	ᴍɪx	4			To combine two or more separate substances or ingredients together so that they become a single mass or a uniform mixture.	混ぜる			混合	ရောနှောသည်		mix (v)	
660	money	1559	MONEY	money	money	ᴍᴏɴᴇʏ	5			A medium of exchange used to purchase goods or services.	お金	पैसा		錢	ပိုက်ဆံ		money	
643	monkey.:langur	–	–	langur	langur	ʟᴀɴɢᴜʀ	5		fauna	A type of Old World monkey with a long tail, often found in forested areas of South and Southeast Asia.	ランゲル	लंगुर		葉猴	langur			
421	monkey..general	1350	MONKEY	monkey (general)	monkey	ᴍᴏɴᴋᴇʏ	4		fauna	A small or medium-sized primate that often lives in trees and has a long tail.	猿	बंदर		猴子	မျောက်		monkey	monkey
182	month	1370	MONTH	month	month	ᴍᴏɴᴛʜ	3			A period of time that is approximately thirty days long, used as a unit of time in a calendar.	暦の月	माह		月份	လ		month	
13	moon	1313	MOON	moon	moon	ᴍᴏᴏɴ	1			The natural satellite that orbits the Earth and is visible in the night sky.	月	चांद		月亮	လ		moon	moon
413	moon:full	3690	FULL MOON	full moon	full.moon	ꜰᴜʟʟ.ᴍᴏᴏɴ	4			The phase of the lunar cycle when the entire visible surface of the natural satellite is illuminated by the sun.	満月	पूर्णिमा		滿月	လပြည့်		full moon	
624	moon:half	–	–	half moon	half.moon	ʜᴀʟꜰ.ᴍᴏᴏɴ	5			A shape of the celestial body that shines in the night sky, appearing as a curved sliver when only part of it is visible.	半月	पृथ्वी		地球	လခွဲ			
426	moon:new	3691	NEW MOON	new moon	new.moon	ɴᴇᴡ.ᴍᴏᴏɴ	4			The phase of the lunar cycle when the moon is not visible in the night sky.	新月	जमीन		新月	လဆန်း		new moon	
422	morning	1339	MORNING	morning	morning	ᴍᴏʀɴɪɴɢ	4			The period of time from sunrise or dawn until midday or noon.	朝	सुबह		早上	မနက်ခင်း		mourning	
662	mortar	224	MORTAR	mortar	mortar	ᴍᴏʀᴛᴀʀ	5			A heavy, hollow container used for crushing or grinding substances such as grain or spices with a pestle.	臼	मोर्टार		研鉢	ကျည်ပွေ့ဆုံ		mortar (for peppers)	mortar
423	morung..dormitory			morung (dormitory)	morung	ᴍᴏʀᴜɴɢ	4			A communal building used by young men for sleeping, social gatherings, and learning traditional customs.	集会所			青年宿舍				
424	mosquito	1509	MOSQUITO	mosquito	mosquito	ᴍᴏꜱꞯᴜɪᴛᴏ	4		fauna	A small flying insect that sucks blood from humans and animals.	蚊	मच्छर		蚊子	ခြင်		mosquito	
663	moth	2828	MOTH	moth	moth	ᴍᴏᴛʜ	5		fauna	An insect with wings that is often active at night and is frequently attracted to artificial light.	蛾	तितली		蛾子	ပိုးဖလံ		moth	
14	mother	1216	MOTHER	mother	mother	ᴍᴏᴛʜᴇʀ	1			A female parent.	母	मां		母親	အမေ		mother	
183	mountain	639	MOUNTAIN	mountain	mountain	ᴍᴏᴜɴᴛᴀɪɴ	3			A large natural elevation of the earth's surface that rises significantly above its surroundings.	山	पर्वत		山	တောင်		mountain	mountain
599	mountain:foot.of	2122	MOUNTAIN FOOT	foot of mountain	foot.of.mountain	ꜰᴏᴏᴛ.ᴏꜰ.ᴍᴏᴜɴᴛᴀɪɴ	5			The lowest part of a mountain or hill, where the slope meets the flat ground.	山の麓	पहाड़ के पैर		山腳	တောင်ခြေရင်း			
548	mountain.:cliff	992	CLIFF	cliff	cliff	ᴄʟɪꜰꜰ	5			A steep, high rock face, often found at the edge of a mountain or near a body of water.	崖	उच्चखंड		懸崖	ချောက်ကမ်းပါး		cliff	
600	mountain.:foothills	–	–	foothills	foothills	ꜰᴏᴏᴛʜɪʟʟꜱ	5			The lower part of a mountain range, where the steep slopes begin to level out into flatter land.	山麓	पहाड़ियों के पादुका		山麓	တောင်ခြေ			
746	mountain.:slope	3297	PRECIPICE OR SLOPE	slope	slope	ꜱʟᴏᴘᴇ	5			An inclined surface that is not level, such as a hill or a mountain side.	斜面	ढलान		山坡	ဆင်ခြေလျှော			
664	mountain.peak..summit	2205	PEAK	mountain peak (summit)	mountain.peak	ᴍᴏᴜɴᴛᴀɪɴ.ᴘᴇᴀᴋ	5			The highest point of a large natural elevation of the earth's surface.	頂上	पहाड़ की चोटी		山頂	တောင်ထိပ်		summit, highest point	
665	mountain.range	–	–	mountain range	mountain.range	ᴍᴏᴜɴᴛᴀɪɴ.ʀᴀɴɢᴇ	5			A series of connected mountains or hills that form a continuous chain.	山脈	पर्वत श्रृंखला		山脈	တောင်တန်း			
666	mountain.ridge	2123	MOUNTAIN RIDGE	mountain ridge	mountain.ridge	ᴍᴏᴜɴᴛᴀɪɴ.ʀɪᴅɢᴇ	5			A long, narrow elevated landform that forms the top part of a mountain range.	稜線	पहाड़ की ऊँची ढलान		山脊	တောင်ကြော			
667	mouse	1491	MOUSE	mouse	mouse	ᴍᴏᴜꜱᴇ	5		fauna	A small rodent with a long tail and a pointed snout.	鼠			老鼠	ကြွက်			
184	mouth	674	MOUTH	mouth	mouth	ᴍᴏᴜᴛʜ	3		body parts	The opening in the face used for eating and speaking.	口	मुंह		嘴巴	ပါးစပ်		mouth	mouth
668	mud	640	MUD	mud	mud	ᴍᴜᴅ	5			A mixture of earth or soil and water that is thick and wet.	泥	कीचड़		泥巴	ရွှံ့ဗွက်		mud	
185	muroid	2139	MUROID (MOUSE OR RAT)	muroid	muroid	ᴍᴜʀᴏɪᴅ	3		fauna	A small rodent with a long tail and pointed snout, such as a mouse or a rat.	ネズミ上科の動物	जंगली चूहा		齧齒類動物	ကြွက်မျိုး			rat/rodent
669	muscle	1004	MUSCLE	muscle	muscle	ᴍᴜꜱᴄʟᴇ	5		body parts	The tissue in the body that can contract and expand to produce movement.	筋肉	मांसपेशी		肌肉	ကြွက်သား		muscle	
186	mushroom..ground.type	–	–	mushroom (ground type)	mushroom	ᴍᴜꜱʜʀᴏᴏᴍ	3			A fungus that grows on or above the ground, rather than inside a plant or animal.	地上生きのこ	भूमधुमक		野菌	ကုန်းနေမှို			mushroom/fungus
187	mushroom..tree.type	–	–	mushroom (tree type)	mushroom	ᴍᴜꜱʜʀᴏᴏᴍ	3			A fleshy, spore-bearing growth that typically grows from decaying wood or soil.	木に生えるきのこ	बरगद का छत्ता		樹菌	သစ်ပင်မှို			mushroom/fungus
670	mustard.seed	–	–	mustard seed	mustard.seed	ᴍᴜꜱᴛᴀʀᴅ.ꜱᴇᴇᴅ	5	CONCEPTICON refers to the sauce, not the seed or plant	flora	A small, round, dark or yellowish seed from a plant used for seasoning or making oil.	辛子	सरसों		芥末	မုန်ညင်းစေ့			
555	myna:crested	2346	CRESTED MYNA	crested myna	crested.myna	ᴄʀᴇꜱᴛᴇᴅ.ᴍʏɴᴀ	5		fauna	A medium-sized black bird with a small crest on its head and a yellow patch of skin around its eyes.	冠椋鳥			八哥				
671	myna..common	–	–	myna (common)	myna	ᴍʏɴᴀ	5	missing from CONCEPTICON	fauna	A small, social bird with dark plumage and a strong voice, often found near human settlements.	ムクドリ	मैना		家八哥	သာလိကာ			
672	nail	502	NAIL (TOOL)	nail	nail	ɴᴀɪʟ	5			A small, thin piece of metal used to fasten wood or other materials together by being driven in with a hammer.	釘	नाखून		釘子	သံချောင်း			nail/claw
249	naked:to.be	590	NAKED	to be naked	naked	ɴᴀᴋᴇᴅ	3			To have no clothing or covering on the body.	はだか	नंगा होना		裸露	ကိုယ်တုံးလုံးဖြစ်သည်			
188	name	1405	NAME	name	name	ɴᴀᴍᴇ	3			A word or set of words used to identify a person, place, or thing.	名前	नाम		名字	နာမည်		name	name
453	narrow:to.be	1267	NARROW	to be narrow	narrow	ɴᴀʀʀᴏᴡ	4			To have a small distance between two sides or edges, such as a path or a container.	狭い	संकुचित होना		狹窄	ကျဉ်းသည်		to be narrow	
189	navel	1838	NAVEL	navel	navel	ɴᴀᴠᴇʟ	3		body parts	The indentation or mark on a person's abdomen where the umbilical cord was attached at birth.	へそ	नाभि		肚臍	ချက်		navel	navel
250	near:to.be	1942	NEAR	to be near	near	ɴᴇᴀʀ	3			To be at a short distance from a person, place, or object.	横，側, 近い	पास होना		接近	နီးသည်		to be near (village very near)	near
190	neck	1333	NECK	neck	neck	ɴᴇᴄᴋ	3		body parts	The part of the body that connects the head to the rest of the torso.	首	गला	ঘাল	脖子	လည်ပင်း		neck	neck
673	neck:nape.of	1347	NAPE (OF NECK)	nape of neck	nape.of.neck	ɴᴀᴘᴇ.ᴏꜰ.ɴᴇᴄᴋ	5		body parts	The back part of the neck, located between the base of the skull and the top of the shoulders.	項	गरदन की नाप	ঘাল নাক	頸項	လည်ကုပ်			
674	neck..thyroid.area	–	–	neck (thyroid area)	neck	ɴᴇᴄᴋ	5		body parts	The front part of the body between the chin and the collarbone, specifically the area containing the windpipe and the thyroid gland.	のど	थाइरॉइड क्षेत्र	ঘাল থাই্ৰইড এলাকা	頸前（甲狀腺處）	လည်တိုင်			
425	necklace	1961	NECKLACE	necklace	necklace	ɴᴇᴄᴋʟᴀᴄᴇ	4			An ornament worn around the neck.	ネックレス	हार		項鍊	လည်ဆွဲ		necklace	
191	needle	1382	NEEDLE (FOR SEWING)	needle	needle	ɴᴇᴇᴅʟᴇ	3			A thin, pointed tool made of metal or bone used for sewing or stitching fabric.	針	सुई		針	အပ်			needle
675	neighbour	1332	NEIGHBOUR	neighbour	neighbour	ɴᴇɪɢʜʙᴏᴜʀ	5			A person who lives near or next to another person or a specific house.	隣人	पड़ोसी		鄰居	အိမ်နီးချင်း		neighbour	
365	nest:bird	3549	BIRD NEST	bird nest	bird.nest	ʙɪʀᴅ.ɴᴇꜱᴛ	4			The structure built by a bird to hold and protect its eggs and young offspring.	巣			鳥巢				
134	net:fishing	2963	NET	fishing net	fishing.net	ꜰɪꜱʜɪɴɢ.ɴᴇᴛ	3			A tool made of interlaced string or cord used for catching fish.	網	जाल		網	ငါးဖမ်းပိုက်			
251	new:to.be	1231	NEW	to be new	new	ɴᴇᴡ	3			To exist in a state of not being old, used, or previously existing.	新しい	नया होना		新	အသစ်ဖြစ်သည်		to be new (things)	new
192	night.time	1233	NIGHT	night time	night.time	ɴɪɢʜᴛ.ᴛɪᴍᴇ	3			The period of darkness between sunset and sunrise.	夜	रात का समय		夜間	ညအချိန်		night	night
817	noisy..boisterous:to.be	3883	NOISY	to be noisy (boisterous)	noisy	ɴᴏɪꜱʏ	5			To make a lot of loud, energetic, or rowdy sounds.	うるさい	शोर मचाना		吵	ဆူညံသည်			
193	noon..midday	12	MIDDAY	noon (midday)	noon	ɴᴏᴏɴ	3			The time of day when the sun is at its highest point in the sky.	正午	दोपहर		中午	မွန်းတည့်			
678	north	1598	NORTH	north	north	ɴᴏʀᴛʜ	5			The direction that points towards the North Pole.	北	उत्तर		北方	မြောက်ဘက်			
60	nose	1221	NOSE	nose	nose	ɴᴏꜱᴇ	2		body parts	The part of the face located above the mouth and below the eyes that is used for breathing and smelling.	鼻	नाक		鼻子	နှာခေါင်း		nose	nose
679	nostril	1178	NOSTRIL	nostril	nostril	ɴᴏꜱᴛʀɪʟ	5		body parts	One of the two openings on the nose used for breathing and smelling.	鼻の穴	नाक का छेद		鼻孔	နှာခေါင်းပေါက်			
906	occur..happen:to	248	HAPPEN	to occur (happen)	occur	ᴏᴄᴄᴜʀ	5			To take place or come into existence as an event or an incident.	起こる	होना		發生	ဖြစ်ပွားသည်			
907	offer..something:to	–	–	to offer (something)	offer	ᴏꜰꜰᴇʀ	5			To present something to someone so that they may take it or accept it.	差し出す	पेश करना		提供	ပူဇော်သည်			
194	oil..substance	2556	OIL (HYDROPHOBIC LIQUID)	oil (substance)	oil	ᴏɪʟ	3			A greasy, viscous liquid used for cooking, fuel, or lubrication that does not mix with water.	油	तेल		油	ဆီ		oil	
252	old..of.people:to.be	2112	OLD (AGED)	to be old (of people)	old	ᴏʟᴅ	3	Both CONCEPTICON forms refer to people, not things.		To have lived for a long time or to be in the later stages of a human life.	年とった	पुराना होना		老	အသက်ကြီးသည်			old
818	old..of.things:to.be	2113	OLD (USED)	to be old (of things)	old	ᴏʟᴅ	5			To have existed for a long time or to be from a past era. This refers to inanimate objects rather than living beings.	古い			陳舊			to be old (things)	
683	onion	2366	ONION	onion	onion	ᴏɴɪᴏɴ	5		flora	A bulbous vegetable with several layers of fleshy skin that is often used in cooking for its strong flavor.	たまねぎ	प्याज		洋蔥	ကြက်သွန်		onion	
908	open..tr:to	1156	OPEN	to open (tr)	open	ᴏᴘᴇɴ	5			To move a door, a lid, or a container so that it is no longer closed or shut.	開ける	खोलना		打開	ဖွင့်သည်		open (tr)	
684	orchid	–	–	orchid	orchid	ᴏʀᴄʜɪᴅ	5		flora	A type of flowering plant that often grows on trees or rocks and has a very distinct, often colorful, shape.	蘭	ऑर्किड		蘭花	သစ်ခွ			
685	origin	–	–	origin	origin	ᴏʀɪɢɪɴ	5			The place, person, or event where something begins or is created.	起源	उत्पत्ति		起源	မူလ			
195	otter	15	OTTER	otter	otter	ᴏᴛᴛᴇʀ	3		fauna	A semiaquatic mammal with thick fur and a long, powerful tail that lives near water.	カワウソ	ऊद		水獺	ဖျံ		otter	otter
686	outside	762	OUTSIDE	outside	outside	ᴏᴜᴛꜱɪᴅᴇ	5			The part or area that is external to a specific object, building, or enclosed space.	外	बाहर		外面	အပြင်ဘက်		outside	
