slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
1584	life..lifetime	210	LIFE	life (lifetime)	life	ʟɪꜰᴇ	7			The total duration of time from the moment of birth until the moment of death.	一生	जीवन		生命	ဘဝ		life	breath/life
1585	life..of.someone	210	LIFE	life (of someone)	life	ʟɪꜰᴇ	7			The period of time from a person's birth until their death.	生涯			一生	အသက်			
898	lift:to	501	LIFT	to lift	lift	ʟɪꜰᴛ	5			To move something from a lower position to a higher position by applying force upward.	上げる	उठाना		舉	ပင့်မသည်		bring up (a child)	
1586	light..brightness	630	LIGHT (RADIATION)	light (brightness)	light	ʟɪɢʜᴛ	7			The quality of being bright or having a lot of illumination. This is the opposite of darkness.	光			光亮度	အလင်း			
2400	lightly.touch.then.go:to			to lightly touch then go	lightly.touch.then.go	ʟɪɢʜᴛʟʏ.ᴛᴏᴜᴄʜ.ᴛʜᴇɴ.ɢᴏ	7			To move one's hand or a part of the body against a surface or person with very little pressure, and then immediately move away.	ぱっと触れる			輕觸即離				
171	lightning..in.sky	1654	LIGHTNING	lightning (in sky)	lightning	ʟɪɢʜᴛɴɪɴɢ	3			A flash of bright light in the sky during a storm, often accompanied by thunder.	稲妻	बिजली		閃電（天上的光）	လျှပ်စီးကြောင်း		lightning (flashing)	
1587	lightning..striking	–	–	lightning (striking)	lightning	ʟɪɢʜᴛɴɪɴɢ	7			A flash of bright light in the sky caused by an electrical discharge during a storm.	落雷			落雷	လျှပ်စီးလက်ခြင်း			
80	lightweight:to.be	1052	LIGHT (WEIGHT)	to be lightweight	lightweight	ʟɪɢʜᴛᴡᴇɪɢʜᴛ	2			To have very little weight or mass.	軽い	हल्का होना		輕巧	ပေါ့သည်		to be light	lightweight
2401	like:to	1117	LIKE	to like	like	ʟɪᴋᴇ	7			To feel or have a sense of pleasure, enjoyment, or positive regard toward someone or something.	好む			喜歡	ကြိုက်သည်			
1588	like.this	–	–	like this	like.this	ʟɪᴋᴇ.ᴛʜɪꜱ	7			To use or act in a manner similar to the object or situation currently being shown or discussed.	そのように			如此				
647	lime..betelnut	2540	LIME (MATERIAL)	lime (betelnut)	lime	ʟɪᴍᴇ	5			A white, powdery substance made from calcium hydroxide, often used as a component in chewing mixtures.	石灰	चूना		石灰	ထုံး		lime (for betel chew)	
2402	limp:to	366	LIMP	to limp	limp	ʟɪᴍᴘ	7			To walk with an uneven or awkward gait, typically because one leg or foot is injured or painful.	足を引きずる			跛行	ထော့နဲ့ထော့နဲ့လျှောက်သည်			
1589	lion	1386	LION	lion	lion	ʟɪᴏɴ	7			A large, powerful wild cat with a thick mane of hair around its neck, typically found living in groups on the plains of Africa.	ライオン			獅子	ခြင်္သေ့		lion	
172	lip..of.mouth	478	LIP	lip (of mouth)	lip	ʟɪᴘ	3			The fleshy, flexible edges of the mouth that surround the opening.	唇	होंठ		嘴脣	နှုတ်ခမ်း			
1600	lip..of.mouth:lower	478	LIP	lower lip (of mouth)	lower.lip	ʟᴏᴡᴇʀ.ʟɪᴘ	7			The fleshy, movable part of the mouth located below the teeth.	下唇	होंठ		下脣	အောက်နှုတ်ခမ်း			
2717	lip..of.mouth:upper	478	LIP	upper lip (of mouth)	upper.lip	ᴜᴘᴘᴇʀ.ʟɪᴘ	7			The fleshy, flexible edge of the mouth located above the teeth.	上唇	होंठ		上脣	အထက်နှုတ်ခမ်း		lip	
648	liquid	58	LIQUID	liquid	liquid	ʟɪꞯᴜɪᴅ	5			A substance that flows freely and takes the shape of its container, such as water or oil, rather than being a solid or a gas.	液体	तरल		液體	အရည်			
308	listen:to	1608	LISTEN	to listen	listen	ʟɪꜱᴛᴇɴ	3			To direct one's attention toward a sound in order to hear it.	聞く			聆聽	နားထောင်သည်			
2403	live..somewhere:to	2309	LIVE	to live (somewhere)	live	ʟɪᴠᴇ	7			To reside or dwell in a particular place permanently or for a long period of time.	暮らす			住在某地				
173	liver	1224	LIVER	liver	liver	ʟɪᴠᴇʀ	3		body parts	The large, dark reddish-brown organ in the abdomen that filters blood and aids in digestion.	肝臓	जिगर		肝臟	အသည်း		liver	liver
1536	lizard:house	2355	GECKO	house lizard	house.lizard	ʜᴏᴜꜱᴇ.ʟɪᴢᴀʀᴅ	7			A small reptile with a long tail that is commonly found inside human dwellings on walls or ceilings.	家のヤモリ			家中的壁虎			gecko	
661	lizard:monitor	3017	MONITOR LIZARD	monitor lizard	monitor.lizard	ᴍᴏɴɪᴛᴏʀ.ʟɪᴢᴀʀᴅ	5		fauna	A large, heavy-bodied reptile with a long tail and a pointed snout, often found near water.	オオトカゲ	गोह		霸王龍	ဖွတ်		monitor lizard	
1258	lizard.:chameleon	1555	CHAMELEON	chameleon	chameleon	ᴄʜᴀᴍᴇʟᴇᴏɴ	7			A large lizard that can change its skin color to match its surroundings.	カメレオン			變色龍	ပုတ်သင်ညို			
1591	lizard..gecko	632	LIZARD	lizard (gecko)	lizard	ʟɪᴢᴀʀᴅ	7			A small reptile with a long tail, often found on walls or ceilings in houses, known for making a chirping sound.	ヤモリ			壁虎	အိမ်မြှောင်			
649	lizard..general	632	LIZARD	lizard (general)	lizard	ʟɪᴢᴀʀᴅ	5		fauna	A reptile with a long body, four legs, and a tail, often found in warm environments or near human dwellings.	トカゲ	छिपकली		蜥蜴	ပုတ်သင်		house lizard	
2404	load:to	3669	LOAD (SOMETHING)	to load	load	ʟᴏᴀᴅ	7			To place objects, goods, or weight onto a vehicle, container, or animal for transport.	積む			裝載				
1592	load..burden	1679	LOAD	load (burden)	load	ʟᴏᴀᴅ	7			A heavy object or weight that is being carried or placed on something.	背負う荷			負重	ဝန်ထုပ်			
1593	loan	–	–	loan	loan	ʟᴏᴀɴ	7			An amount of money or an object that is given to someone with the agreement that it will be returned later.	貸付金			貸款	ချေးငွေ			
1594	locative.marker...loc			locative marker	loc	ʟᴏᴄ	7			A word or particle used to indicate a place or position where something or someone is located.	格助詞			方位詞				
650	locust	810	LOCUST	locust	locust	ʟᴏᴄᴜꜱᴛ	5		fauna	A large, jumping insect that often travels in massive groups and can destroy crops.	イナゴ	टिड्डी		蝗蟲	ကျိုင်းကောင်		locust	
651	log	–	–	log	log	ʟᴏɢ	5			A piece of wood that has been cut from a tree, typically in a cylindrical shape.	丸太	लॉग		圓木	သစ်လုံး			
1595	log.drum			log drum	log.drum	ʟᴏɢ.ᴅʀᴜᴍ	7			A large, hollowed-out piece of wood that is struck with a mallet to produce a loud, resonant sound.	木鼓			木鼓				
1596	loincloth	1965	LOINCLOTH	loincloth	loincloth	ʟᴏɪɴᴄʟᴏᴛʜ	7			A piece of cloth wrapped around the waist and between the legs to cover the genitals.	ふんどし			腰布	လန်ကွတ်တီ			
248	long:to.be	1203	LONG	to be long	long	ʟᴏɴɢ	3			To have a great distance from one end to the other, rather than being short.	長い	लम्बा		長	ရှည်သည်		to be long	long/tall
2096	long..of.time:to.be	418	FOR A LONG TIME	to be long (of time)	long	ʟᴏɴɢ	7			To last for a great amount of time or a large number of years, days, or hours.	時間が長い			持久				
2405	look.after:to			to look after	look.after	ʟᴏᴏᴋ.ᴀꜰᴛᴇʀ	7			To take care of someone or something, such as a child, an animal, or a plant, to ensure they are safe and healthy.	世話をする			照顧				
899	look.at:to	1819	LOOK	to look at	look.at	ʟᴏᴏᴋ.ᴀᴛ	5			To direct one's eyes toward a specific object, person, or place.	見る	कुछ देखना		看	ကြည့်သည်		to look at	
900	look.for..seek:to	1468	LOOK FOR	to look for (seek)	look.for	ʟᴏᴏᴋ.ꜰᴏʀ	5			To search for something or someone that is lost or needed.	探す	खोजना		尋找	ရှာသည်		look for	
2406	look.from.afar:to			to look from afar	look.from.afar	ʟᴏᴏᴋ.ꜰʀᴏᴍ.ᴀꜰᴀʀ	7			To direct one's sight toward something or someone that is at a great distance.	遠くから見る			遠眺				
174	loom:backstrap	–	–	backstrap loom	backstrap.loom	ʙᴀᴄᴋꜱᴛʀᴀᴘ.ʟᴏᴏᴍ	3			A tool used for weaving fabric where one end is tied to a fixed object and the other end is secured around the waist of the weaver to provide tension.	腰機	तकिया		腰機	ရက်ကန်းစင်			
2809	loom:table..framed	1787	LOOM	table (framed loom)	table	ᴛᴀʙʟᴇ	7			A frame used for weaving cloth by interlacing threads.	織機			框架織布機				
2810	loom:warp.weighted			warp weighted loom	warp.weighted.loom	ᴡᴀʀᴘ.ᴡᴇɪɢʜᴛᴇᴅ.ʟᴏᴏᴍ	7			A device used for weaving cloth where the vertical threads are kept under tension by weights attached to the bottom.	重錘式織機			重錘織機				
815	loose:to.be	2506	LOOSE	to be loose	loose	ʟᴏᴏꜱᴇ	5			To be in a state where something is not tight, fixed, or firmly attached.	ゆるい	ढीला होना		松	ချောင်သည်		to be loose	
2407	loosen:to	1933	LOOSEN	to loosen	loosen	ʟᴏᴏꜱᴇɴ	7			To make something less tight or to release it from a state of being fixed or bound.	緩める			鬆開	ချောင်စေသည်			
2408	lose..competition:to	1660	LOSE	to lose (competition)	lose	ʟᴏꜱᴇ	7			To be defeated in a game, a contest, or a match.	負ける			輸	ရှုံးသည်			
478	lose..something:to	–	–	to lose (something)	lose	ʟᴏꜱᴇ	4			To no longer have or possess something that was previously held or owned.	失う	हारना		丟失	ပျောက်ဆုံးသည်			
451	lost:to.be	3667	LOST	to be lost	lost	ʟᴏꜱᴛ	4			To be unable to find one's way or to be unable to return to a known location.	迷う			迷路			(be) lost	
816	loud:to.be	377	LOUD	to be loud	loud	ʟᴏᴜᴅ	5			To produce a high volume of sound that is easily heard.	音が大きい	उच्छ्रण होना		大聲	အသံကျယ်သည်			
12	louse..head	1392	LOUSE	louse (head)	louse	ʟᴏᴜꜱᴇ	1		fauna	A small, parasitic insect that lives on a human scalp and feeds on blood.	虱	जूं		頭蝨	သန်း			louse
2808	louse..shirt	311	BODY LOUSE	louse (shirt)	louse	ʟᴏᴜꜱᴇ	7			A small, parasitic insect that lives on the human body and feeds on blood, specifically one that is found on clothing.	衣類のシラミ			體蝨				
309	love:to	923	LOVE	to love	love	ʟᴏᴠᴇ	3			To feel a strong sense of affection, deep liking, or emotional attachment toward a person, animal, or thing.	愛する	प्यार करना		愛	ချစ်သည်		to love	
2097	low:to.be	721	LOW	to be low	low	ʟᴏᴡ	7			To be at a small distance from the ground or a base level, rather than being high or tall.	低い			低（離地面近）			(be) low	
2409	lower..tr:to			to lower (tr)	lower	ʟᴏᴡᴇʀ	7			To move something from a higher position to a lower position or closer to the ground.	下げる			降低	အောက်သို့ချသည်			
1601	luffa.acutangula..ridge.gourd:::			Luffa acutangula (ridge gourd)	ridge.gourd	ʀɪᴅɢᴇ.ɢᴏᴜʀᴅ	7			A fruit of a climbing plant with a long, green, cylindrical body that has distinct longitudinal ridges on its skin.	ヘンチョクカズラ			西洋角瓜				
1602	lump..clay			lump (clay)	lump	ʟᴜᴍᴘ	7			A piece of soft, moist earth or clay that can be shaped by hand.	粘土の塊			泥團	အခဲ			
652	lung	688	LUNG	lung	lung	ʟᴜɴɢ	5			The organ in the chest used for breathing air into the body.	肺	फेफड़ा		肺	အဆုတ်		lung	
1603	lungs	688	LUNG	lungs	lungs	ʟᴜɴɢꜱ	7			The pair of organs inside the chest that are used for breathing air into the body.	両肺			兩葉肺				
1604	lychee	3731	LYCHEE	lychee	lychee	ʟʏᴄʜᴇᴇ	7			A small, sweet, edible fruit with a hard, reddish-brown bumpy skin and translucent white flesh.	ライチ			荔枝	လိုက်ချီးသီး			
175	macaque:.stump.tailed	–	–	macaque	macaque	ᴍᴀᴄᴀꞯᴜᴇ	3			A small to medium-sized monkey with a short tail that is often found in forests or near human settlements in Asia.	尾ていなしの猿			獼猴				
176	machete..dao	2680	MACHETE	machete (dao)	machete	ᴍᴀᴄʜᴇᴛᴇ	3			A large, heavy knife used as a tool for cutting vegetation or wood.	山刀	तलवार		砍刀	တောခုတ်ဓား		machete, cutlass	
1605	machine	144	MACHINE	machine	machine	ᴍᴀᴄʜɪɴᴇ	7			A mechanical device that uses power to perform a specific task or function.	機械			機器	စက်ယန္တရား			
1606	maggot	–	–	maggot	maggot	ᴍᴀɢɢᴏᴛ	7			The larva of a fly, typically found in decaying organic matter or feces.	蛆虫			蛆	လောက်			
1607	magnet			magnet	magnet	ᴍᴀɢɴᴇᴛ	7			An object that attracts certain metals, such as iron, and can pull them toward itself.	磁石			磁鐵	သံလိုက်			
1609	maize..cob	506	MAIZE	maize (cob)	maize	ᴍᴀɪᴢᴇ	7			The central part of a grain plant that holds the individual kernels on a long, cylindrical structure.	トウモロコシの芯			玉米棒	ပြောင်းဖူး			
1046	maize..corn	506	MAIZE	maize (corn)	maize	ᴍᴀɪᴢᴇ	6		flora	A cereal plant that produces large kernels on a cob, often eaten as a staple food.	トウモロコシ	मक्का		玉米	ပြောင်း		corn	
1610	maize..husk	506	MAIZE	maize (husk)	maize	ᴍᴀɪᴢᴇ	7			The outer covering of a grain crop that protects the kernels on the cob.	とうもろこしの皮			玉米皮				
1611	maize..popped	506	MAIZE	maize (popped)	maize	ᴍᴀɪᴢᴇ	7			The edible grain of a cereal plant that has been heated until it swells and bursts into a white, crunchy kernel.	ポップコーン			爆米花				
1612	maize.kernel			maize kernel	maize.kernel	ᴍᴀɪᴢᴇ.ᴋᴇʀɴᴇʟ	7			A single seed of a corn plant, typically used as food for humans or animals.	とうもろこしの粒			玉米粒				
2410	make.hole:to			to make hole	make.hole	ᴍᴀᴋᴇ.ʜᴏʟᴇ	7			To create an opening or a hollow space in a solid object by removing material.	穴を作る			打洞				
2413	make.tea:to			to make tea	make.tea	ᴍᴀᴋᴇ.ᴛᴇᴀ	7			To prepare a drink by soaking dried leaves in hot water.	茶を淹れる			泡茶				
1613	malaria..fever	3059	MALARIA	malaria (fever)	malaria	ᴍᴀʟᴀʀɪᴀ	7			A disease caused by a parasite that is transmitted by mosquitoes, characterized by recurring bouts of high fever and chills.	マラリアの熱			瘧疾	ငှက်ဖျား			
1614	male..affix	1553	MALE	male (affix)	male	ᴍᴀʟᴇ	7			A person or animal that is of the sex that can produce offspring.	男性（接辞）			男性（詞綴）	အထီး			
680	man:old	406	OLD MAN	old man	old.man	ᴏʟᴅ.ᴍᴀɴ	5			A male human who is in the final stage of a human life cycle due to advanced age.	老爺	बुजुर्ग		老翁	အဘိုးကြီး			
177	man..male.person	1554	MAN	man (male person)	man	ᴍᴀɴ	3			An adult human male.	男	मनुष्य		男人	ယောက်ျား		man	
654	mango	2398	MANGO	mango	mango	ᴍᴀɴɢᴏ	5		flora	A large, fleshy tropical fruit with a single large stone or pit inside, often eaten ripe and sweet.	マンゴー	आम		芒果	သရက်သီး		mango (fruit)	
1615	mantis	3279	MANTIS	mantis	mantis	ᴍᴀɴᴛɪꜱ	7			An insect with a long, slender body and large front legs used for grasping prey.	カマキリ			螳螂				
452	many:to.be	1198	MANY	to be many	many	ᴍᴀɴʏ	4			To exist in a large number or a great quantity rather than being one or a few.	多い	बहुत		許多	များသည်			
1616	map	2625	MAP	map	map	ᴍᴀᴘ	7			A visual representation of an area, such as a country or a city, showing roads, rivers, or boundaries on a flat surface.	地図			地圖	မြေပုံ			
1618	marigold..flower			marigold (flower)	marigold	ᴍᴀʀɪɢᴏʟᴅ	7			A bright yellow or orange flower with many thin petals, often used for decoration or religious offerings.	マリーゴールド			金盞花	ထပ်တစ်ရာပန်း			
902	mark..something:to	–	–	to mark (something)	mark	ᴍᴀʀᴋ	5			To make a visible sign, scratch, or indentation on a surface to distinguish it or provide information.	印をつける	निशान लगाना		標記	အမှတ်အသားလုပ်သည်			
419	market	633	MARKET	market	market	ᴍᴀʀᴋᴇᴛ	4			A place where people gather to buy and sell various goods and food.	市場	बाजार		市場	ဈေး		market (n)	
1619	marrow..vegetable			marrow (vegetable)	marrow	ᴍᴀʀʀᴏᴡ	7			A large, fleshy fruit from a vine that is often long and green, used as a vegetable in cooking.	ズッキーニ			西葫蘆	ကျောက်ဖရုံသီး			
903	marry:to	203	MARRY	to marry	marry	ᴍᴀʀʀʏ	5			To take a person as a spouse or partner in a formal or legal union.	結婚する	शादीशुदा होना		結婚	လက်ထပ်သည်		marry	
1620	masculine			masculine	masculine	ᴍᴀꜱᴄᴜʟɪɴᴇ	7			A quality or characteristic associated with men or boys.	男性的な			陽剛	ပုလ္လိင်			
1621	masculine.marker			masculine marker	masculine.marker	ᴍᴀꜱᴄᴜʟɪɴᴇ.ᴍᴀʀᴋᴇʀ	7			A grammatical element used to indicate that a person or noun is male.	男性標識			陽性標記				
1622	mask	2005	MASK	mask	mask	ᴍᴀꜱᴋ	7			A covering worn over the face to hide a person's appearance.	仮面			面具	မျက်နှာဖုံး			
2414	massage:to	3119	MASSAGE (SOMEBODY)	to massage	massage	ᴍᴀꜱꜱᴀɢᴇ	7			To rub or press a person's body with the hands to help them relax or relieve pain.	マッサージする			按摩	နှိပ်နယ်ပေးသည်			
1623	master..of.something	383	MASTER	master (of something)	master	ᴍᴀꜱᴛᴇʀ	7			A person who has complete control, ownership, or authority over someone or something.	主人			主人	သခင်		master	
2415	master..something:to			to master (something)	master	ᴍᴀꜱᴛᴇʀ	7			To gain complete knowledge or skill in a particular subject or activity through study or practice.	習得する			精通				
178	mat	195	MAT	mat	mat	ᴍᴀᴛ	3			A flat piece of material, such as fabric, straw, or plastic, used as a floor covering or to sit upon.	ござ	चटाई		席子	ဖျာ		mat	
2416	match:to			to match	match	ᴍᴀᴛᴄʜ	7			To make two things equal or similar in appearance, quality, or character.	合わせる			匹配				
655	match..stick	1133	MATCH	match (stick)	match	ᴍᴀᴛᴄʜ	5			A small, thin piece of wood or cardboard that is ignited by friction to produce a flame.	マッチ	माचिस		火柴	မီးခြစ်ဆံ			
1630	mathematics			mathematics	mathematics	ᴍᴀᴛʜᴇᴍᴀᴛɪᴄꜱ	7			The study of numbers, quantities, shapes, and the logical relationships between them.	数学			數學	သင်္ချာ			
2098	matured:to.be			to be matured	matured	ᴍᴀᴛᴜʀᴇᴅ	7			To reach a stage of full growth or development, such as a fruit being ready to eat or a person becoming an adult.	成熟する			長成				
1631	maybe			maybe	maybe	ᴍᴀʏʙᴇ	7			A word used to express that something is possible or might happen, but is not certain.	もしかすると			也許	ဖြစ်ကောင်းဖြစ်နိုင်သည်			
1391	meal:evening	1833	DINNER (SUPPER)	evening meal	evening.meal	ᴇᴠᴇɴɪɴɢ.ᴍᴇᴀʟ	7			The food eaten at the end of the day, typically in the late afternoon or at night.	夕食			晚餐				
1640	meal:midday	768	LUNCH	midday meal	midday.meal	ᴍɪᴅᴅᴀʏ.ᴍᴇᴀʟ	7			The food eaten during the middle of the day, typically around noon.	昼食			午餐				
1657	meal:morning	1322	BREAKFAST	morning meal	morning.meal	ᴍᴏʀɴɪɴɢ.ᴍᴇᴀʟ	7			The first meal eaten after waking up in the early part of the day.	朝食			早餐				
1632	meaning	2950	MEANING	meaning	meaning	ᴍᴇᴀɴɪɴɢ	7			The idea or concept that a word, sign, or symbol represents.	意味			意義	အဓိပ္ပာယ်			
2417	measure:to	1506	MEASURE	to measure	measure	ᴍᴇᴀꜱᴜʀᴇ	7			To determine the size, length, weight, or amount of an object or substance using a standard unit or tool.	はかる			測量	တိုင်းတာသည်			
179	meat..flesh	634	MEAT	meat (flesh)	meat	ᴍᴇᴀᴛ	3			The flesh of an animal used as food.	肉	मांस		肉	အသား		meat/flesh (edible)	meat/animal
2418	mediate..intercede:to			to mediate (intercede)	mediate	ᴍᴇᴅɪᴀᴛᴇ	7			To act as an intermediary or go-between to settle a dispute or help two parties reach an agreement.	仲裁する			調解	ဖျန်ဖြေသည်			
180	medicine	1372	MEDICINE	medicine	medicine	ᴍᴇᴅɪᴄɪɴᴇ	3			A substance, such as a liquid, powder, or pill, used to treat an illness, cure a disease, or relieve pain.	薬	दवा		藥	ဆေးဝါး		medicine	medicine/juice
1633	medium..spiritual	394	SHAMAN (FOLK HEALER)	medium (spiritual)	medium	ᴍᴇᴅɪᴜᴍ	7			A person who acts as a bridge or channel between the human world and the spirit world.	霊媒師			靈媒	နတ်ကတော်			
904	meet..someone:to	1831	MEET	to meet (someone)	meet	ᴍᴇᴇᴛ	5			To come into the presence of a person or group of people, often by chance or by arrangement.	会う	मिलना		見面	ဆုံသည်			
2419	melt:to	2334	MELT	to melt	melt	ᴍᴇʟᴛ	7			To change from a solid state into a liquid state due to heat.	溶ける			融化	အရည်ပျော်သည်		melt (intr)	
1635	member..group	2424	MEMBER	member (group)	member	ᴍᴇᴍʙᴇʀ	7			A person who belongs to a specific group, organization, or collection of people.	構成員			成員	အဖွဲ့ဝင်			
1636	memory	1018	MEMORY	memory	memory	ᴍᴇᴍᴏʀʏ	7			The ability to store and recall information, experiences, or knowledge in the mind.	記憶			記憶	မှတ်ဉာဏ်			
905	mend:to	2243	REPAIR	to mend	mend	ᴍᴇɴᴅ	5			To restore something that is broken, torn, or damaged to a functional or whole state.	直す	ठीक करना		修理	ပြင်သည်		mend, repair	
1637	menstrual.period			menstrual period	menstrual.period	ᴍᴇɴꜱᴛʀᴜᴀʟ.ᴘᴇʀɪᴏᴅ	7			The monthly discharge of blood from the uterus in a person of reproductive age.	月経期間			月經期				
420	menstruation	766	MENSTRUATION	menstruation	menstruation	ᴍᴇɴꜱᴛʀᴜᴀᴛɪᴏɴ	4			The monthly shedding of the lining of the uterus in a female, resulting in blood flowing from the body.	月経			月經				
1638	message	2961	MESSAGE	message	message	ᴍᴇꜱꜱᴀɢᴇ	7			A piece of information or a communication sent from one person to another.	伝言			訊息	မှာကြားချက်			
1639	messenger			messenger	messenger	ᴍᴇꜱꜱᴇɴɢᴇʀ	7			A person who carries a message or information from one place or person to another.	使者			信使	တမန်			
656	metal	2244	METAL	metal	metal	ᴍᴇᴛᴀʟ	5			A hard, shiny material that is often used to make tools, containers, or jewelry and can be shaped by heat.	金属	धातु		金屬	သတ္တု			
1642	midnight	2656	MIDNIGHT	midnight	midnight	ᴍɪᴅɴɪɢʜᴛ	7			The time when the day changes from one to the next, specifically at twelve o'clock at night.	真夜中			午夜	သန်းခေါင်			
657	midway	–	–	midway	midway	ᴍɪᴅᴡᴀʏ	5			The middle point or halfway mark between two locations or two objects.	中間地点			中點				
1643	midwife	3859	MIDWIFE	midwife	midwife	ᴍɪᴅᴡɪꜰᴇ	7			A person, typically a woman, who assists a person during childbirth and provides care for the newborn.	助産師			助產士	လက်သည်			
2099	mighty:to.be	3188	MIGHTY OR POWERFUL OR STRONG	to be mighty	mighty	ᴍɪɢʜᴛʏ	7			To possess great physical strength, power, or dominance over others.	強大である			強壯				
2420	migrate:to			to migrate	migrate	ᴍɪɢʀᴀᴛᴇ	7			To move from one region or country to another, often to settle in a new place for a long period of time.	移住する			遷移	ပြောင်းရွှေ့နေထိုင်သည်			
181	milk	635	MILK	milk	milk	ᴍɪʟᴋ	3			The white liquid produced by the mammary glands of mammals and used as food.	乳	दूध		牛奶	နို့			vagina or breast/milk
2421	milk:to	93	DRAW MILK	to milk	milk	ᴍɪʟᴋ	7			To draw liquid from the udder of a female animal, such as a cow or a goat.	搾る			擠奶	နို့ညှစ်သည်			
658	mill	636	MILL	mill	mill	ᴍɪʟʟ	5			A machine or device used to crush, grind, or crush grains, seeds, or other materials into a powder or smaller pieces.	粉挽き機	आटा चक्की		磨坊	ကြိတ်ခွဲစက်			
591	millet:finger	3265	FINGER MILLET	finger millet	finger.millet	ꜰɪɴɢᴇʀ.ᴍɪʟʟᴇᴛ	5		flora	A small, cereal grain used for food that grows on a stalk with several small, finger-like spikes.	シコクビエ			指粟				
606	millet:foxtail	3266	FOXTAIL MILLET	foxtail millet	foxtail.millet	ꜰᴏxᴛᴀɪʟ.ᴍɪʟʟᴇᴛ	5		flora	A type of small-seeded cereal grain used as a food crop, often characterized by its long, slender seed heads.	アワ			粟				
659	millet..general	931	MILLET	millet (general)	millet	ᴍɪʟʟᴇᴛ	5		flora	A small-seeded cereal grain used as a food staple, belonging to a group of grasses that includes varieties like pearl or finger millet.	きび	बाजरा		小米	ဆပ်ဆံ			
1644	millet.spike			millet spike	millet.spike	ᴍɪʟʟᴇᴛ.ꜱᴘɪᴋᴇ	7			The seed-bearing part of a millet plant that grows at the top of the stem.	黍の穂			粟穗				
1645	million	3533	ONE MILLION	million	million	ᴍɪʟʟɪᴏɴ	7			The number representing one thousand thousands.	百万			百萬	သန်း			
1541	million:hundred	3598	ONE HUNDRED MILLION	hundred million	hundred.million	ʜᴜɴᴅʀᴇᴅ.ᴍɪʟʟɪᴏɴ	7			The number consisting of a one followed by eight zeros.	億			億				
1980	million:ten	3597	TEN MILLION	ten million	ten.million	ᴛᴇɴ.ᴍɪʟʟɪᴏɴ	7			The number that follows nine million and comes before eleven million.	千万			千萬				
1646	millipede			millipede	millipede	ᴍɪʟʟɪᴘᴇᴅᴇ	7			A many-legged, long-bodied arthropod that crawls on the ground and often curls into a spiral when threatened.	ヤスデ			馬陸	ပိုးနားသန်			
2422	mimic:to			to mimic	mimic	ᴍɪᴍɪᴄ	7			To copy the movements, sounds, or speech of a person or animal, often for the purpose of imitation or humor.	声や動作をまねる			學樣（聲音動作）	တုသည်			
1647	mint			mint	mint	ᴍɪɴᴛ	7			An aromatic plant used as a culinary herb or for its refreshing scent.	ミント			薄荷				
1648	mirror	1171	MIRROR	mirror	mirror	ᴍɪʀʀᴏʀ	7			A reflective surface, often made of glass or metal, used to see one's own image.	鏡			鏡子	မှန်			
2371	miscarriage:to.have			to have miscarriage	miscarriage	ᴍɪꜱᴄᴀʀʀɪᴀɢᴇ	7			To lose a developing fetus or an unborn baby during pregnancy before it can survive outside the womb.	流産する			流產				
2423	miss:to	161	MISS (A TARGET)	to miss	miss	ᴍɪꜱꜱ	7			To fail to hit, reach, or catch a target or object.	外す			沒中	လွဲသည်			
2424	miss.out:to			to miss out	miss.out	ᴍɪꜱꜱ.ᴏᴜᴛ	7			To fail to experience or participate in something, such as an opportunity, an event, or a beneficial situation.	機会を逃す			錯失				
901	mistake:to.make	1293	MISTAKE	to make mistake	make.mistake	ᴍᴀᴋᴇ.ᴍɪꜱᴛᴀᴋᴇ	5			To perform an action incorrectly or to fail to do something as intended.	間違える	गलती करना		犯錯誤	အမှားလုပ်သည်			
479	mix:to	2017	MIX	to mix	mix	ᴍɪx	4			To combine two or more separate substances or ingredients together so that they become a single mass or a uniform mixture.	混ぜる			混合	ရောနှောသည်		mix (v)	
2100	mixed:to.be	2017	MIX	to be mixed	mixed	ᴍɪxᴇᴅ	7			To combine two or more different substances or elements together so that they are no longer separate.	混ざる			混在一起				
1650	molasses			molasses	molasses	ᴍᴏʟᴀꜱꜱᴇꜱ	7			A thick, dark, and viscous liquid sweetener produced during the refining of sugar.	糖蜜			糖蜜	တင်လဲ			
1651	mole..animal	1907	MOLE	mole (animal)	mole	ᴍᴏʟᴇ	7			A small, burrowing mammal with dark fur and strong forepaws used for digging underground.	モグラ			鼴鼠	ပွေး			
1652	mole..on.skin	1907	MOLE	mole (on skin)	mole	ᴍᴏʟᴇ	7			A small, dark, or pigmented spot on a person's skin.	ほくろ			痣	မှဲ့			
1653	monday	1697	MONDAY	monday	monday	ᴍᴏɴᴅᴀʏ	7			The first day of the week, occurring after Sunday and before Tuesday.	月曜日			星期一	တနင်္လာနေ့			
660	money	1559	MONEY	money	money	ᴍᴏɴᴇʏ	5			A medium of exchange used to purchase goods or services.	お金	पैसा		錢	ပိုက်ဆံ		money	
1654	mongoose	3677	MONGOOSE	mongoose	mongoose	ᴍᴏɴɢᴏᴏꜱᴇ	7			A small, carnivorous mammal with a long body and tail, often found in warm climates and known for hunting snakes.	マングース			獴	မြွေပါ			
